,a.data.Name,coords.x1,coords.x2
834,Mount Nebo,35.746148,31.761357
835,Mount Paran<,33.541944,29.151667
836,Mount Perazim~,35.223059,31.756332
837,Mount Seir,34.994,31.783333
838,Mount Seir 1>,35.60625,30.734691
839,Mount Seir>,35.60625,30.734691
840,Mount Shepher~,35.407152,30.317396
841,Mount Sinai,33.973333,28.539722
842,Mount Sirion,35.857256,33.416159
843,Mount Tabor,35.390913,32.686956
844,Mount Zalmon,35.273041,32.232938
845,Mount Zemaraim,35.45728,31.910999
846,Mount Zion<,35.234935,31.777444
847,Mount of Olives,35.247197,31.778095
848,Mozah,35.158376,31.802641
849,Muster Gate<,35.234935,31.777444
852,Naamah,34.871894,31.871782
853,Naarah,35.45873,31.949518
854,Naaran,35.45873,31.949518
855,Nahalal,35.35282,32.722209
856,Nahaliel,35.584826,31.718148
857,Nahalol,35.35282,32.722209
859,Naioth~,35.180162,31.832739
860,Naphath-dor,34.918896,32.613236
861,Naphath~,35.182291,32.584183
862,Naphish<,35.937301,32.800075
863,Naphoth-dor,34.918896,32.613236
865,Neah,35.221877,32.894254
867,Nebaioth>,35.456279,30.322435
868,Neballat,34.957563,31.992079
869,Nebo,35.037417,31.606256
870,Nebo,35.743257,31.748024
871,Negeb>,34.2,30.3
872,Neiel,35.221877,32.894254
873,Nephtoah,35.167987,31.683036
874,Netaim~,34.777779,31.823337
875,Netophah,35.220503,31.735465
876,New Gate<,35.234935,31.777444
877,Nezib,34.992389,31.58805
878,Nibshan~,35.392411,31.461525
880,Nile,31.230987,30.092632
881,Nimrah,35.625693,31.900811
882,Nimrim,35.531138,31.133191
883,Nimrod>,44.420882,32.536503
884,Nineveh,43.152887,36.35941
885,Nob,35.23298,31.799605
886,Nobah,36.6164,32.756919
887,Nodab<,35.937301,32.800075
888,Nohah,35.181972,31.752603
889,Nophah,36.6164,32.756919
890,Oboth~,35.782841,31.496845
892,On,31.33822,30.108086
893,Ono,34.866666,32.022222
894,Ophel<,35.234935,31.777444
895,Ophir>,77,22
896,Ophni,35.215483,31.961989
897,Ophrah,35.299135,31.953789
898,Ophrah,35.288264,32.608682
899,Paddan-aram>,39.032196,36.863864
900,Paddan>,39.032196,36.863864
901,Pai<,35.60625,30.734691
904,Parah,35.3,31.833333
905,Paran~,33.541944,29.151667
906,Pas-dammim,34.944496,31.691186
908,Pathros>,30.692312,28.322364
910,Pau<,35.60625,30.734691
911,Pekod,44.420882,32.536503
912,Pelusium>,33.420573,28.838778
913,Peniel,35.70287,32.184372
914,Penuel,35.70287,32.184372
915,People's Gate<,35.234935,31.777444
916,Peor~,35.718565,31.765031
917,Perez-uzzah~,35.234935,31.777444
918,Perez-uzza~,35.234935,31.777444
921,Persia>,48.514966,34.798311
922,Pethor,38.068879,36.654616
923,Pharpar,36.306085,33.379601
926,Philistia>,35.366346,33.563167
930,Pi-beseth,31.5,30.583333
931,Pi-hahiroth?,32.425144,29.94658
932,Pirathon,35.022944,32.286022
933,Pisgah,35.718565,31.765031
935,Pithom,32.185558,30.593851
937,Plain>,35.443863,31.870601
939,Pool of Shelah<,35.234935,31.777444
940,Potsherd Gate<,35.234935,31.777444
942,Pul>,21.858301,32.824979
943,Punon~,35.782841,31.496845
944,Put>,21.858301,32.824979
946,Raamah~,42.78,15.68
947,Raamses~,32.185558,30.593851
948,Rabbah,35.924131,31.950188
949,Rabbith,35.377302,32.391416
950,Racal,35.133331,31.433331
951,Rahab>,31.33822,30.108086
952,Rakkath,35.52922,32.795537
953,Rakkon,34.788144,32.132898
954,Ramah,35.180162,31.832739
955,Ramah,35.20173,31.896378
956,Ramah,36.005559,32.565267
957,Ramah,35.368123,32.93901
958,Ramah,35.310464,33.111078
959,Ramath-lehi~,34.976609,31.752748
960,Ramath-mizpeh,36.005559,32.565267
961,Ramathaim-zophim,35.180162,31.832739
962,Rameses,31.834216,30.79937
963,Ramoth,35.733402,32.049953
964,Ramoth,36.005559,32.565267
965,Ramoth-gilead,36.005559,32.565267
966,Ramoth~,35.330789,32.555963
967,Recah~,35.210266,31.705361
968,Red Sea>,34.771729,27.088473
969,Rehob,35.544122,33.219354
970,Rehoboth,34.59783,31.066829
971,Rehoboth-Ir,43.152887,36.35941
972,Rehoboth~,35.897633,30.884128
973,Rehob~,35.211971,32.955448
974,Rehob~,35.165,33.125828
975,Rekem~,35.197712,31.869343
976,Remeth~,35.330789,32.555963
977,Rephaim~,35.937301,32.800075
978,Rephidim,33.841699,28.731061
979,Resen~,43.152887,36.35941
980,Rezeph,39.016667,35.95
983,Riblah,36.545259,34.431703
984,Riblah~,36.385705,34.353071
985,Rimmon,35.297063,31.93466
986,Rimmon,35.321364,32.781808
987,Rimmon,36.385705,34.353071
988,Rimmon-perez~,34.9365,31.8099
989,Rimmono,35.321364,32.781808
990,Rissah~,35.407152,30.317396
991,Rithmah~,34.9365,31.8099
992,River,40.42778,35.090577
993,Rock of Escape~,35.116666,31.416666
994,Rogelim~?,35.632914,32.214708
996,Rumah,35.318192,32.154887
997,Sahar~,36.248576,33.664912
999,Salecah,36.710337,32.493941
1000,Salem,35.234935,31.777444
1003,Salt Sea,35.482268,31.538593
1004,Samaria,35.197929,32.280231
1005,Samaria's,35.197929,32.280231
1008,Sansannah~,34.940502,31.391668
1010,Sarid,35.196668,32.689785
1011,Sea of Chinnereth,35.58936,32.806775
1012,Sea of Chinneroth,35.58936,32.806775
1013,Sea of Egypt>,34.771729,27.088473
1015,Sea of Jazer~,35.727769,31.943529
1017,Sea of the Arabah,35.482268,31.538593
1018,Sea of the Philistines>,33.47,33.24
1019,Seba>,38.746799,9.022736
1020,Sebam~,35.766738,31.815283
1021,Secacah,35.283333,31.766667
1022,Second Quarter<,35.234935,31.777444
1023,Secu,35.2,31.883333
1024,Seir>,35.60625,30.734691
1025,Seirah~,35.221032,31.930539
1026,Sela,35.456279,30.322435
1028,Seneh,35.286169,31.853094
1029,Senir,35.857256,33.416159
1030,Sephar,44.392642,14.550219
1031,Sepharad,28.114131,38.476826
1032,Sepharvaim?,44.459399,33.789693
1033,Serpent's Stone,35.234408,31.767775
1034,Shaalabbin,34.981728,31.870364
1035,Shaalbim,34.981728,31.870364
1036,Shaalim~,35.184912,31.846847
1037,Shaaraim,34.4825,31.282222
1038,Shaaraim~,34.89532,31.7001
1039,Shahazumah~,35.504628,32.40643
1040,Shalishah~,35.184912,31.846847
1041,Shallecheth<,35.234935,31.777444
1042,Shamir,34.933333,31.416667
1043,Shamir,35.250054,32.36047
1044,Shaphir~,34.694006,31.743719
1045,Sharon 1>,34.945929,32.639068
1046,Sharon>,34.945929,32.639068
1047,Sharon~,35.857256,33.416159
1048,Sharuhen,34.4825,31.282222
1049,Shaveh-kiriathaim~,35.7,31.583333
1050,Sheba>,38.746799,9.022736
1051,Shebarim~,35.261226,31.916978
1052,Shechem,35.281798,32.213691
1053,Sheep Gate<,35.234935,31.777444
1054,Shema~,35.057114,31.162327
1055,Shen~,35.180162,31.832739
1056,Shepham~,36.385705,34.353071
1057,Shephelah>,34.852145,31.777614
1058,Shibah,34.840888,31.244952
1059,Shihor,33.854957,31.032047
1060,Shihor-libnath,34.907697,32.538496
1061,Shikkeron~,34.852145,31.777614
1062,Shilhim,34.4825,31.282222
1063,Shiloah<,35.234935,31.777444
1064,Shiloh,35.289528,32.0557
1065,Shimron,35.213332,32.705288
1066,Shimron-meron,35.213332,32.705288
1067,Shinar>,44.420882,32.536503
1068,Shion,35.333334,32.716666
1069,Shittim,35.641566,31.858262
1070,Shoa~,48.514966,34.798311
1071,Shual~,35.299135,31.953789
1072,Shunem,35.334305,32.605631
1073,Shur>,33.247,30.2354
1074,Sibmah~,35.766738,31.815283
1075,Sibraim~,36.749488,35.136204
1076,Sidon,35.366346,33.563167
1077,Sidon the Great,35.366346,33.563167
1078,Silla~,35.234935,31.777444
1080,Sin>,33.420573,28.838778
1081,Sinai,33.973333,28.539722
1082,Siphmoth~,35.074552,31.373521
1083,Sirah~,35.1,31.55
1084,Sirion,35.857256,33.416159
1085,Sitnah~,34.56057,31.391291
1087,Soco,34.976398,31.681234
1088,Socoh,34.976398,31.681234
1089,Socoh~,34.96667,31.416669
1090,Sodom,35.396484,31.19656
1095,Succoth,32.258693,30.620774
1096,Succoth,35.633313,32.199982
1097,Suph>,34.771729,27.088473
1098,Suphah>,34.771729,27.088473
1099,Sur<,35.234935,31.777444
1100,Susa,48.257886,32.189191
1102,Syene,32.895862,24.066181
1104,Syria>,36.313449,33.519299
1106,Taanach,35.216325,32.517239
1107,Taanath-shiloh,35.383333,32.15
1108,Tabbath~,35.536929,32.35601
1109,Taberah~,34.5,28.916667
1110,Tabor,35.324694,32.683231
1111,Tabor,35.390913,32.686956
1112,Tabor~,35.221032,31.930539
1113,Tadmor,38.265904,34.554049
1114,Tahath~,35.407152,30.317396
1115,Tahpanhes,32.171389,30.860556
1116,Tamar,35.064154,31.024923
1117,Tamar,38.265904,34.554049
1118,Tappuah,35.233333,32.116666
1119,Tappuah~,35.126,32.15
1120,Taralah~,35.196862,31.792733
1121,Tarshish,-6.37934,36.952995
1123,Tehaphnehes,32.171389,30.860556
1124,Tekoa,35.214077,31.636221
1125,Tel-abib~,45.229995,32.127213
1126,Tel-harsha~,45.229995,32.127213
1127,Tel-melah~,45.229995,32.127213
1128,Telaim~,35.733402,32.049953
1129,Telassar~,48.257886,32.189191
1130,Telem~,35.733402,32.049953
1131,Tema,38.554125,27.633172
1132,Teman>,35.732568,30.203813
1133,Terah~,35.407152,30.317396
1134,The Lord Is There,35.234935,31.777444
1138,Thebes,32.639441,25.700025
1139,Thebez,35.368252,32.324102
1144,Tibhath~,36.152049,33.93148
1145,Tigris,43.346466,35.983343
1146,Timnah,35.040359,31.699323
1147,Timnah,34.90968,31.784368
1148,Timnath-heres,35.150392,32.121473
1149,Timnath-serah,35.150392,32.121473
1150,Tiphsah,35.166667,32.166667
1151,Tiphsah,38.73235,35.847967
1152,Tirzah,35.294303,32.271368
1153,Tishbe~,35.568048,33.017181
1154,Tob,36.240494,32.561735
1155,Tochen~,34.9365,31.8099
1156,Tolad~,35.733402,32.049953
1157,Tophel,35.61687,30.936991
1158,Topheth,35.227994,31.769079
1159,Tower of Hananel<,35.234935,31.777444
1160,Tower of Shechem<,35.281798,32.213691
1161,Tower of the Hundred<,35.234935,31.777444
1162,Tower of the Ovens<,35.234935,31.777444
1165,Tubal~,37.799969,40.905222
1166,Tyre,35.192574,33.275827
1167,Ulai,48.22489,32.178696
1168,Ummah,35.180623,33.104377
1169,Uphaz>,77,22
1170,Upper Beth-horon,35.128313,31.858917
1171,Ur,46.103741,30.962052
1172,Uz>,36.44839,30.0334
1173,Uzal,44.215092,15.354879
1174,Uzza<,35.234935,31.777444
1175,Uzzen-sheerah,35.045649,31.887821
1176,Vale of Succoth,35.633313,32.199982
1177,Valley Gate<,35.234935,31.777444
1178,Valley of Achor,35.399737,31.83689
1179,Valley of Aijalon,35.025379,31.841173
1180,Valley of Aven,36.203889,34.006944
1181,Valley of Baca,35.227994,31.769079
1182,Valley of Beracah,35.165648,31.61065
1183,Valley of Elah,34.963136,31.690629
1184,Valley of Eshcol>,35.09356,31.549098
1185,Valley of Gerar,34.56057,31.391291
1186,Valley of Gibeon>,35.184912,31.846847
1187,Valley of Hamon-gog~,35.782841,31.496845
1188,Valley of Hebron>,35.09356,31.549098
1189,Valley of Hinnom,35.227994,31.769079
1190,Valley of Iphtahel,35.277225,32.832774
1191,Valley of Jehoshaphat,35.236596,31.772134
1192,Valley of Jericho>,35.443863,31.870601
1193,Valley of Jezreel~,35.330789,32.555963
1194,Valley of Lebanon,35.857256,33.416159
1195,Valley of Mizpeh,35.573371,33.28177
1196,Valley of Rephaim,35.223059,31.756332
1197,Valley of Salt,35.38374,31.087328
1198,Valley of Shaveh~,35.234935,31.777444
1199,Valley of Shittim>,35.641566,31.858262
1200,Valley of Siddim,35.517624,31.235341
1201,Valley of Slaughter,35.227994,31.769079
1202,Valley of Sorek,34.989013,31.825731
1203,Valley of Succoth,35.633313,32.199982
1204,Valley of Zeboim,35.424836,31.936283
1205,Valley of Zephathah,34.910085,31.615198
1206,Valley of Zered,35.897633,30.884128
1207,Valley of the Arnon,35.677009,31.4288
1208,Valley of the Son of Hinnom,35.227994,31.769079
1209,Valley of the Travelers~,35.782841,31.496845
1210,Waheb~,34.771729,27.088473
1211,Washer's Field~,35.227994,31.769079
1212,Water Gate<,35.234935,31.777444
1213,Way of Holiness~,35.234935,31.777444
1214,Wildgoats' Rocks~,35.392411,31.461525
1215,Yiron,35.414111,33.088748
1216,Zaanannim~,35.533613,33.112983
1217,Zaanan~,34.694006,31.743719
1218,Zair,35.41906,30.926522
1219,Zalmon,35.273041,32.232938
1220,Zalmonah~,35.782841,31.496845
1221,Zanoah,35,31.366667
1222,Zanoah,35,31.716667
1223,Zaphon,35.585865,32.23771
1224,Zarephath,35.3,33.4333
1225,Zarethan,35.576613,32.267821
1226,Zeboiim~,35.41253,31.119422
1227,Zeboim,35.476336,31.101822
1228,Zedad,36.925484,34.312571
1229,Zela~,35.196862,31.792733
1230,Zelzah,35.187019,31.717666
1231,Zemaraim,35.45728,31.910999
1232,Zenan~,34.694006,31.743719
1233,Zephath,34.63062,30.880918
1234,Zered,35.897633,30.884128
1235,Zeredah,35.576613,32.267821
1236,Zeredah~,35.273041,32.232938
1237,Zererah,35.576613,32.267821
1238,Zereth-shahar,35.567522,31.616962
1239,Zer~,35.165,33.125828
1240,Ziddim,35.435872,32.814279
1241,Ziklag,34.873561,31.3776
1242,Zimri~,48.257886,32.189191
1243,Zin 1>,34.494795,30.687712
1244,Zin>,34.494795,30.687712
1245,Zin~,34.494795,30.687712
1246,Zion,35.234935,31.777444
1247,Zion's,35.234935,31.777444
1248,Zior,35.148296,31.589719
1249,Ziph,35.1333,31.4833
1250,Ziphron~,37.240077,34.229499
1251,Ziph~,35.733402,32.049953
1252,Ziz,35.406346,31.572903
1253,Zoan,31.884173,30.974619
1254,Zoar,35.41906,30.926522
1255,Zobah-Hamath>,36.925484,34.312571
1256,Zobah>,36.925484,34.312571
1257,Zophim,35.725296,31.767811
1258,Zorah,34.969319,31.762141
1259,Zuph~,35.184912,31.846847
